User_ID,Referral_Used,Gold_Member,New_User,Age_Group,Engagement_Score,Returned_Orders
10273,1,1,1,26-35,58,14
13711,0,0,0,36-45,29,2
13602,1,1,0,26-35,31,16
18429,0,1,0,18-25,1,47
13880,0,0,0,18-25,75,47
11401,0,0,0,36-45,41,3
13441,0,0,0,26-35,10,49
16315,0,0,0,46-60,54,14
12380,1,1,0,26-35,70,23
13966,0,1,0,18-25,30,48
10052,0,0,0,26-35,18,35
10002,0,0,0,18-25,66,28
10370,0,0,0,46-60,28,38
14710,0,0,0,26-35,1,24
18291,0,0,0,18-25,40,12
10751,0,0,1,26-35,62,24
18614,0,0,0,36-45,59,23
19114,0,0,0,26-35,98,7
16239,1,0,0,26-35,11,48
18768,1,0,0,18-25,30,22
12641,1,0,0,18-25,91,19
17580,0,0,0,36-45,52,8
15867,0,0,0,18-25,92,20
15388,1,0,0,36-45,92,47
13371,0,1,1,26-35,18,9
14185,1,0,0,18-25,42,40
10532,0,0,0,46-60,88,48
17590,0,0,1,46-60,44,31
16487,1,0,0,18-25,44,26
17362,1,0,0,26-35,73,14
18702,0,0,0,36-45,22,48
16421,0,0,1,26-35,93,31
16975,0,0,1,46-60,30,33
17556,0,0,0,26-35,84,4
11916,0,0,0,46-60,90,30
19266,0,0,0,26-35,26,6
12644,0,0,0,46-60,80,34
16916,0,0,0,26-35,6,5
19458,0,0,0,36-45,39,34
19311,0,0,0,18-25,55,21
15149,0,1,0,36-45,52,2
18389,0,0,0,18-25,74,45
16948,0,0,0,46-60,95,5
19855,1,0,0,18-25,60,49
10156,0,0,1,36-45,85,12
16630,0,1,0,26-35,96,52
15429,0,0,0,26-35,6,47
17870,0,0,0,18-25,27,25
19249,1,0,0,46-60,73,10
12690,0,0,0,18-25,62,46
13017,0,0,0,18-25,69,16
12349,0,0,0,18-25,95,34
15641,0,0,0,18-25,87,51
11225,0,0,0,26-35,83,18
11170,0,0,0,18-25,48,8
18786,0,0,0,26-35,56,3
18079,0,0,0,26-35,54,37
14597,0,0,0,46-60,1,33
17487,0,0,0,18-25,75,45
19716,0,0,0,18-25,13,13
19328,0,0,0,26-35,98,19
15099,0,1,0,26-35,16,17
10174,1,1,0,46-60,30,39
14217,0,0,0,18-25,3,5
18342,0,0,0,46-60,66,47
15992,0,0,1,36-45,3,6
16818,0,0,0,26-35,17,27
19350,0,1,0,26-35,8,24
10572,0,0,0,18-25,43,45
14377,0,0,0,18-25,68,38
19391,1,1,0,36-45,62,8
18723,0,1,0,36-45,73,41
18850,0,0,0,18-25,74,12
12520,1,1,1,18-25,39,46
16798,0,0,0,46-60,58,9
18114,0,1,0,18-25,76,7
17116,0,1,0,36-45,74,8
17220,0,1,0,18-25,19,53
12297,0,0,1,18-25,19,46
12489,0,1,0,36-45,71,32
16569,0,0,0,46-60,79,5
15598,0,0,1,36-45,3,3
13620,0,0,1,26-35,81,53
12282,0,0,0,18-25,41,48
13813,0,1,0,18-25,23,16
12286,0,1,0,46-60,71,31
13356,0,0,0,18-25,1,5
17724,0,0,0,26-35,47,16
19980,0,0,0,36-45,38,8
15858,0,0,0,46-60,50,11
16330,0,1,0,18-25,70,22
15817,0,0,0,26-35,24,32
11190,0,0,0,18-25,36,31
11288,0,0,1,46-60,48,9
13840,0,0,0,36-45,15,31
16445,0,1,0,46-60,39,47
16878,0,0,1,26-35,94,26
12576,1,0,0,18-25,48,47
11754,0,0,0,36-45,33,9
15263,0,0,0,18-25,92,2
11620,0,0,0,26-35,13,28
18374,0,0,0,18-25,58,12
16254,0,0,0,18-25,35,21
14963,1,0,1,46-60,23,21
19222,0,0,0,18-25,22,18
17356,0,1,0,46-60,91,14
10689,0,0,0,26-35,16,30
19021,0,0,0,46-60,9,35
14456,0,0,0,46-60,62,15
13278,1,0,0,46-60,10,5
19551,0,1,1,46-60,64,53
16430,0,0,0,36-45,6,9
16833,0,1,0,36-45,61,52
14719,1,0,0,18-25,46,52
17164,0,0,1,36-45,44,52
19260,0,1,0,46-60,42,21
14518,0,0,0,18-25,57,52
13658,0,0,0,18-25,56,22
13631,0,0,0,36-45,57,29
19267,0,0,0,46-60,75,14
17969,0,0,0,18-25,66,38
17360,0,0,0,36-45,80,7
17876,1,0,0,26-35,27,36
12469,0,0,1,18-25,49,11
11376,0,0,0,26-35,38,7
11405,0,0,0,36-45,33,49
12093,0,1,0,46-60,70,43
19142,0,0,1,26-35,96,42
17856,0,0,0,46-60,61,46
13532,0,0,0,26-35,6,9
12748,1,0,1,46-60,62,41
16904,1,1,0,36-45,60,27
16006,1,0,0,36-45,30,33
17034,0,1,0,46-60,84,22
18963,1,0,0,26-35,26,16
11251,0,0,0,36-45,74,53
19157,0,1,0,26-35,46,11
18372,0,0,0,46-60,96,12
18196,0,0,0,46-60,19,28
15885,0,0,0,46-60,93,4
12295,0,0,0,26-35,71,13
10669,0,0,0,18-25,16,31
10716,1,0,0,36-45,35,3
18143,0,0,0,46-60,15,23
17405,0,0,0,36-45,16,5
19503,0,1,0,18-25,88,21
17427,1,0,0,46-60,33,1
18758,0,1,0,36-45,52,12
19103,1,0,0,36-45,64,24
18820,0,1,0,26-35,12,47
10717,0,1,0,36-45,78,20
15771,0,0,1,18-25,15,12
14787,0,0,0,26-35,54,25
19488,0,1,0,36-45,53,29
11337,0,1,0,46-60,51,16
16131,1,0,0,18-25,18,44
14622,0,0,0,18-25,89,9
11286,0,1,0,26-35,46,39
11201,0,0,0,36-45,17,20
11700,0,0,0,26-35,6,14
19788,0,0,0,18-25,27,53
13179,1,0,0,36-45,18,47
14188,0,0,0,36-45,30,11
14885,1,0,0,26-35,3,45
14385,0,0,0,18-25,11,32
10471,0,0,0,18-25,93,9
18168,0,1,0,18-25,78,28
11328,0,0,0,46-60,59,18
15829,1,0,0,18-25,97,20
14218,0,0,0,36-45,65,1
16213,0,0,0,36-45,98,52
19432,0,0,0,26-35,48,31
16808,1,0,1,26-35,32,41
13869,0,0,0,26-35,94,19
16784,0,0,0,26-35,21,25
13649,0,1,0,18-25,24,23
13828,1,0,0,36-45,14,6
10985,1,0,0,46-60,76,23
10971,0,0,1,36-45,59,20
19109,0,0,0,46-60,69,9
10278,0,0,0,26-35,91,42
19550,0,1,0,36-45,75,45
17586,0,1,0,46-60,67,18
17913,0,0,0,18-25,79,52
14533,0,0,0,46-60,86,25
18668,0,0,0,26-35,90,1
12391,1,0,0,26-35,97,37
16351,0,1,0,46-60,59,20
10926,0,0,0,26-35,18,51
14857,0,0,0,46-60,67,39
10980,0,0,0,26-35,3,14
14761,0,1,0,46-60,21,23
15212,1,0,0,18-25,35,43
17636,0,0,0,18-25,85,3
18825,0,0,0,36-45,54,33
15782,0,1,0,18-25,12,10
12555,0,0,0,36-45,24,3
15647,0,0,0,46-60,15,47
18819,0,0,0,46-60,40,47
16040,0,0,0,46-60,61,43
12331,0,1,0,46-60,9,50
19622,0,0,0,46-60,83,30
16815,0,0,0,18-25,31,47
19547,0,0,0,46-60,57,18
17254,0,0,0,46-60,13,25
13046,0,0,0,36-45,4,25
15007,0,1,0,46-60,39,26
15563,0,0,0,46-60,59,18
18821,0,1,0,18-25,59,29
11071,0,0,0,36-45,37,40
10613,0,0,0,46-60,7,1
12077,0,1,0,26-35,82,49
14791,0,0,0,46-60,60,46
11601,0,0,1,18-25,38,47
10609,0,0,0,18-25,20,5
16210,0,1,0,18-25,22,28
12090,1,0,0,26-35,56,29
18238,0,0,0,26-35,14,9
10816,0,0,0,18-25,42,34
14520,0,0,0,18-25,4,17
17767,0,0,0,46-60,9,32
17568,0,0,0,18-25,37,40
14244,0,0,1,26-35,19,49
17317,0,0,0,26-35,100,16
19171,0,0,0,46-60,40,33
17617,0,1,0,36-45,20,15
11417,0,0,1,26-35,64,14
13038,0,0,1,26-35,59,43
12062,0,0,0,46-60,24,18
17524,0,1,0,36-45,36,23
19490,1,0,0,26-35,4,4
11760,0,1,0,18-25,31,35
12591,1,1,0,36-45,92,22
16544,0,0,1,26-35,49,14
14637,0,0,0,26-35,31,40
19960,0,0,0,46-60,3,45
15794,0,0,0,46-60,79,21
11921,1,1,0,18-25,98,1
19067,0,0,0,36-45,33,38
17068,0,0,0,36-45,91,7
14966,0,0,0,36-45,62,10
15466,1,0,0,26-35,57,9
17821,0,0,0,26-35,88,53
12532,0,0,0,18-25,71,23
12740,0,0,0,26-35,3,12
17334,0,0,0,26-35,73,11
10531,1,0,0,18-25,12,24
18733,0,0,0,26-35,83,26
15938,0,0,0,36-45,42,34
15298,1,1,1,26-35,12,24
13312,0,1,0,36-45,15,6
12421,0,1,0,46-60,4,23
10842,0,1,0,46-60,14,22
11686,1,0,0,36-45,42,7
19457,0,1,1,46-60,57,41
17971,0,0,0,36-45,24,23
10901,0,0,0,46-60,20,27
18063,0,0,0,46-60,23,47
16884,1,0,0,26-35,80,24
14498,0,0,0,36-45,2,15
12213,1,0,0,26-35,84,44
13220,0,0,0,26-35,6,39
18292,0,1,0,26-35,69,51
12720,0,0,0,46-60,58,52
13758,0,0,0,36-45,7,47
19323,0,0,0,26-35,27,3
19602,0,0,0,36-45,36,40
19566,0,1,0,46-60,17,16
18801,0,0,0,18-25,21,53
13959,0,0,0,36-45,53,38
13219,0,1,0,18-25,98,15
11654,0,1,0,18-25,94,53
19973,0,0,0,18-25,24,9
14400,0,1,0,36-45,6,20
15235,0,0,0,46-60,76,52
13517,0,0,0,18-25,67,41
12138,0,1,0,26-35,3,45
11960,0,0,0,36-45,45,3
13860,0,0,0,36-45,63,3
12243,0,0,0,26-35,6,32
16894,0,0,0,26-35,68,6
17217,0,0,0,26-35,38,19
18132,0,0,0,26-35,21,43
16304,0,0,0,46-60,69,34
19437,0,0,0,18-25,98,31
15064,0,0,0,36-45,41,20
19983,0,0,0,46-60,95,9
15374,0,0,0,36-45,93,2
16477,1,0,0,26-35,6,39
14804,0,0,0,18-25,99,11
11002,0,0,0,18-25,52,11
14523,0,0,0,18-25,71,45
11880,0,0,0,36-45,11,10
18870,0,0,0,18-25,68,16
17915,0,0,0,26-35,38,21
18929,0,1,0,36-45,56,6
11590,0,0,0,26-35,28,44
10933,0,1,0,36-45,44,12
16267,0,1,0,36-45,63,12
18789,0,0,0,46-60,88,50
19715,0,0,0,46-60,18,22
16249,0,0,0,36-45,98,52
13430,0,0,1,26-35,9,3
11632,0,0,0,46-60,99,36
17626,0,1,0,46-60,30,10
17386,0,0,0,18-25,6,52
16079,0,1,0,46-60,94,32
12348,0,1,0,46-60,8,39
18727,0,0,0,46-60,33,29
12952,0,0,0,18-25,48,40
19834,0,0,0,18-25,27,31
12565,0,0,0,18-25,77,39
10866,0,0,0,46-60,22,46
15432,0,0,0,18-25,90,27
13255,0,0,0,46-60,91,16
14473,0,0,0,18-25,95,36
15047,0,0,0,26-35,50,10
17081,0,1,0,36-45,36,43
11503,0,0,0,18-25,36,42
11347,0,1,0,18-25,33,51
16427,1,1,0,36-45,70,23
12706,0,0,0,18-25,78,27
17439,0,1,0,36-45,93,8
16931,1,1,0,26-35,9,53
19211,0,0,0,46-60,12,4
12013,0,0,0,18-25,27,33
15187,0,0,0,26-35,54,19
17303,0,0,0,18-25,70,35
12110,0,0,0,18-25,99,1
10197,0,0,1,46-60,90,11
19108,0,0,1,26-35,63,37
13400,1,0,0,18-25,72,24
16029,0,0,0,46-60,52,23
13059,0,0,0,46-60,28,42
16657,0,0,0,46-60,64,19
16097,1,0,1,36-45,19,13
14183,0,1,0,46-60,4,12
19644,0,1,0,26-35,23,19
16392,1,0,0,18-25,15,38
12651,0,0,0,26-35,65,44
15662,0,1,0,26-35,25,11
19479,0,0,0,26-35,80,46
16265,0,0,0,18-25,48,20
18337,0,1,0,26-35,40,38
10348,0,0,0,18-25,40,3
16967,0,0,0,36-45,3,15
18424,0,0,0,36-45,1,27
16124,0,0,0,26-35,92,32
15131,1,0,0,26-35,69,9
19509,1,1,0,36-45,42,38
16448,0,1,0,46-60,1,43
13694,0,1,0,26-35,12,50
15052,0,0,0,26-35,37,2
11516,0,1,0,26-35,75,28
15681,0,0,0,26-35,38,20
10820,0,0,0,18-25,16,46
19105,1,0,0,46-60,33,45
15290,0,0,0,46-60,60,27
14432,1,1,0,18-25,73,11
11864,0,0,0,36-45,23,3
11599,0,0,0,18-25,54,41
13644,0,1,0,18-25,21,49
18283,0,0,0,18-25,28,51
10733,0,1,0,36-45,69,29
18482,0,0,0,18-25,13,41
18673,0,0,0,46-60,53,37
17834,1,1,0,18-25,9,40
14022,0,0,0,18-25,25,11
11666,0,0,0,18-25,12,26
12407,0,0,0,46-60,54,41
17414,0,1,0,18-25,18,22
16176,0,1,0,36-45,57,10
17758,0,1,0,26-35,67,18
17285,0,0,0,36-45,84,22
13004,0,0,0,26-35,18,12
10172,1,0,0,26-35,57,39
10937,0,0,0,26-35,29,10
18052,0,0,0,26-35,6,10
17403,0,0,0,18-25,51,48
12664,0,0,0,18-25,18,2
17614,0,0,0,46-60,64,46
18709,1,0,1,46-60,20,52
15023,1,0,0,36-45,68,30
16235,0,0,0,36-45,35,53
11945,0,0,1,46-60,94,50
14790,0,1,0,26-35,99,39
13028,0,0,0,18-25,20,39
10056,0,0,0,46-60,2,18
12355,0,1,0,26-35,96,32
12229,0,0,0,18-25,79,53
11108,0,0,0,26-35,29,6
14754,0,0,0,46-60,22,38
17637,0,0,1,18-25,44,43
16903,0,0,0,26-35,30,17
17545,0,0,0,36-45,90,11
11903,0,1,0,18-25,62,11
11252,0,0,0,36-45,50,24
17468,0,0,1,46-60,56,3
15929,1,0,0,36-45,7,43
19476,0,0,0,18-25,54,24
10004,1,1,0,46-60,71,28
11241,0,0,0,26-35,91,21
16102,1,1,0,36-45,59,10
12194,1,0,0,18-25,11,19
13142,0,0,0,36-45,50,9
17083,0,0,1,46-60,98,28
16741,0,0,0,18-25,41,28
13910,0,0,0,46-60,59,28
13116,1,1,0,26-35,56,4
11974,1,0,0,26-35,87,44
17162,0,0,0,18-25,27,52
18849,0,1,0,46-60,82,7
19218,0,0,0,26-35,75,49
10103,1,0,0,46-60,58,39
10633,1,1,0,18-25,93,8
11024,0,1,0,26-35,7,4
19074,0,1,0,46-60,92,1
16416,0,0,0,26-35,44,42
10827,0,1,0,46-60,77,7
15573,1,0,0,26-35,21,15
13340,0,0,1,36-45,67,47
14078,0,0,0,26-35,3,29
16870,1,0,0,18-25,76,16
11013,0,0,0,46-60,22,51
16683,0,0,0,36-45,38,40
10377,0,0,0,36-45,49,34
15447,0,0,1,18-25,3,8
13499,0,0,0,46-60,82,13
18527,0,0,0,36-45,13,33
10041,0,0,0,36-45,89,10
17165,1,0,0,46-60,51,12
16306,0,0,0,36-45,14,39
10460,0,0,0,36-45,15,53
19031,0,0,0,46-60,28,18
12702,0,1,0,46-60,60,8
19891,0,0,0,26-35,42,15
18560,0,0,0,26-35,39,28
10730,0,0,0,26-35,41,38
12679,0,0,0,36-45,53,9
11531,0,0,0,36-45,86,28
17676,0,0,0,46-60,11,38
10686,0,0,1,46-60,44,26
17668,0,0,0,46-60,56,18
12939,0,0,1,36-45,84,47
18657,0,1,0,46-60,40,36
19217,0,0,0,46-60,81,31
19175,0,1,1,26-35,67,27
12204,0,0,0,18-25,93,5
16154,0,0,0,46-60,90,31
16386,1,0,0,26-35,73,20
14374,0,1,0,26-35,90,13
15537,0,0,0,46-60,11,53
13479,0,0,0,26-35,82,5
15174,1,0,0,26-35,99,45
11469,0,1,1,46-60,9,12
18246,1,0,0,18-25,19,47
19537,0,0,0,46-60,80,43
12033,0,0,1,46-60,29,18
11423,0,0,1,36-45,63,33
15458,0,0,0,36-45,20,15
13154,0,0,0,18-25,99,24
14981,0,0,0,36-45,84,37
19151,1,0,0,26-35,61,10
19144,0,1,0,26-35,44,8
11031,0,1,0,18-25,32,50
14200,1,1,0,26-35,55,4
17238,0,1,0,46-60,43,22
12344,0,0,0,18-25,47,2
18893,1,1,0,36-45,86,35
11979,0,0,0,36-45,68,8
18663,0,0,0,46-60,41,36
13111,1,0,0,18-25,84,36
19768,0,0,0,36-45,36,1
17438,0,1,0,36-45,11,29
16869,1,0,0,18-25,57,28
11980,1,0,0,36-45,43,33
18135,1,1,0,26-35,39,39
18538,1,0,0,36-45,39,5
11748,0,0,0,36-45,74,30
17667,0,0,0,18-25,85,11
14311,0,0,0,18-25,62,52
13073,0,0,0,18-25,54,39
10142,1,0,0,36-45,47,4
12088,0,0,0,46-60,62,37
14059,0,0,1,26-35,1,43
15606,1,0,0,26-35,13,19
12003,0,0,0,36-45,60,15
10434,0,1,0,26-35,6,43
13621,0,0,1,18-25,36,40
13446,0,0,0,46-60,98,43
18010,0,1,0,46-60,28,51
19766,0,0,0,36-45,56,41
18331,0,0,0,36-45,42,4
19953,0,1,0,36-45,23,8
13425,1,1,0,18-25,60,42
17173,0,1,0,18-25,47,10
18144,0,0,0,26-35,86,11
19815,0,1,0,26-35,38,43
15244,0,0,0,26-35,18,21
17053,0,1,0,36-45,50,27
16677,0,0,0,18-25,42,50
11587,1,0,0,26-35,26,44
10358,0,0,0,36-45,15,1
18554,0,0,0,18-25,68,35
10734,0,0,0,36-45,50,17
12351,0,0,0,26-35,38,30
17893,0,1,1,46-60,61,22
11315,0,0,0,46-60,50,19
14223,0,0,0,26-35,27,28
15614,0,0,0,18-25,11,38
19928,0,0,1,46-60,37,38
13407,0,0,1,46-60,44,15
17033,0,0,0,46-60,83,15
19017,0,0,0,26-35,47,12
13991,0,0,0,46-60,7,13
18641,0,1,0,18-25,82,46
12258,0,0,1,46-60,81,14
18320,1,0,0,26-35,64,45
11797,0,0,0,26-35,14,3
10610,0,0,0,26-35,20,10
19688,0,0,0,36-45,17,31
11504,0,1,0,36-45,69,9
10746,0,1,0,26-35,82,29
13843,0,0,0,18-25,11,3
10246,0,0,0,26-35,90,27
16976,0,0,0,36-45,60,37
12531,0,0,0,26-35,9,49
19229,0,0,0,18-25,99,4
13416,0,0,0,26-35,20,15
10242,0,1,0,46-60,5,24
18162,0,0,0,36-45,29,45
13609,0,0,0,36-45,46,7
11195,0,0,0,36-45,24,42
19052,0,0,0,36-45,20,29
19326,0,0,0,26-35,33,38
19126,0,0,0,36-45,65,14
17251,0,0,0,46-60,3,40
14330,0,1,0,46-60,73,36
14103,1,0,0,18-25,8,49
19235,0,0,0,18-25,3,46
13936,0,0,0,36-45,75,22
12209,1,0,0,18-25,83,44
13922,0,0,0,46-60,10,35
15050,0,1,0,18-25,50,9
10321,0,0,0,36-45,71,1
14418,0,0,0,26-35,56,4
10942,1,0,0,36-45,73,17
19886,0,1,1,36-45,38,5
14403,0,0,0,36-45,85,40
13679,0,0,0,46-60,67,49
13965,0,0,0,18-25,80,15
12124,0,1,0,26-35,60,9
17231,1,0,0,36-45,21,33
17311,0,0,0,46-60,86,32
19802,0,0,0,36-45,15,42
17189,0,0,0,26-35,37,3
17252,1,0,0,26-35,8,1
18889,0,0,0,18-25,100,28
13343,0,0,0,36-45,96,15
13429,1,0,1,26-35,38,45
14687,0,0,0,18-25,95,52
15111,0,1,0,26-35,68,20
18636,0,1,0,26-35,30,29
12766,0,0,0,26-35,42,40
17376,0,0,0,26-35,27,50
14227,1,0,0,36-45,18,2
14322,0,0,0,46-60,27,8
10783,0,0,0,46-60,76,26
16406,0,1,0,18-25,90,35
12936,0,0,0,26-35,4,32
15201,0,0,0,26-35,69,3
17883,0,1,1,36-45,87,9
13628,0,0,0,36-45,50,46
11489,0,1,0,26-35,16,33
12149,0,1,0,46-60,31,18
11126,1,1,0,26-35,22,37
19747,0,0,0,26-35,84,36
18558,0,1,0,18-25,61,47
13651,0,0,0,36-45,92,17
14658,1,0,0,26-35,73,13
16628,1,0,0,18-25,40,8
19585,0,0,0,18-25,87,11
18296,0,1,0,36-45,71,34
19252,1,0,0,46-60,10,35
19575,0,0,0,36-45,93,44
16731,0,0,0,18-25,36,22
13065,0,0,0,26-35,82,53
18726,0,1,0,18-25,44,48
19442,0,0,0,46-60,70,9
17748,0,0,0,18-25,6,21
19985,0,0,0,18-25,85,3
15473,0,1,0,36-45,90,11
13782,1,1,0,26-35,75,2
16215,0,1,1,36-45,100,43
12514,0,0,1,26-35,59,17
10731,0,0,1,46-60,100,11
12359,0,0,0,36-45,47,9
18784,0,0,0,26-35,63,40
13716,0,0,0,36-45,59,40
12058,0,0,0,26-35,48,43
17733,0,1,0,36-45,87,8
17849,0,0,0,36-45,68,18
19500,1,0,0,36-45,87,10
16752,0,0,0,26-35,69,38
17261,0,0,0,36-45,55,4
12324,0,1,0,36-45,63,3
11571,0,0,0,36-45,100,37
14861,0,0,0,36-45,62,31
12317,0,0,0,36-45,1,12
17901,0,0,0,36-45,1,52
17574,0,0,0,46-60,36,21
15924,0,0,0,26-35,29,6
10797,1,0,0,18-25,36,50
18117,0,0,0,36-45,15,33
17054,0,1,0,46-60,35,3
18621,0,0,0,36-45,30,45
18897,1,0,0,46-60,51,22
17838,0,0,0,36-45,15,27
11879,0,0,0,18-25,59,53
18324,0,0,0,46-60,74,12
19725,0,0,0,18-25,63,43
11009,0,0,0,18-25,54,35
14871,0,0,0,36-45,85,47
18743,0,0,0,26-35,1,35
13253,0,0,1,18-25,85,32
17283,0,0,0,18-25,92,33
13304,0,0,0,36-45,59,11
19033,0,0,0,18-25,77,3
16851,0,0,0,36-45,11,30
18719,0,0,1,46-60,19,8
16508,1,1,0,36-45,17,33
18498,0,0,0,36-45,23,13
11300,0,0,0,18-25,93,10
11276,0,1,0,26-35,48,1
16202,0,0,0,46-60,66,42
18271,0,0,0,46-60,98,1
14373,0,0,0,36-45,3,40
12307,0,0,0,36-45,67,50
10352,0,0,0,46-60,1,10
16060,0,1,0,36-45,23,37
11427,0,0,0,46-60,92,42
18006,1,1,1,46-60,12,48
10802,0,1,1,18-25,35,21
18492,0,0,0,18-25,18,17
15608,0,0,0,36-45,90,51
13802,0,0,0,46-60,47,38
10082,0,0,0,46-60,39,7
12452,1,0,0,36-45,24,26
15799,0,0,0,18-25,32,36
19803,0,0,0,26-35,33,44
10097,0,0,0,46-60,68,10
14295,0,0,0,36-45,66,11
19048,0,0,0,36-45,21,33
15800,0,0,0,46-60,25,14
14900,0,1,0,46-60,22,1
15040,0,0,0,36-45,33,41
11959,0,0,0,26-35,71,9
12590,1,0,0,26-35,16,35
13913,0,0,0,26-35,44,2
10415,0,1,0,46-60,6,6
19728,0,0,0,36-45,54,47
19408,1,1,0,18-25,82,24
10462,0,1,0,36-45,77,38
10083,0,0,0,26-35,15,48
18810,0,0,0,36-45,21,3
13768,0,0,0,36-45,62,17
15143,0,0,0,18-25,94,4
14828,0,0,0,26-35,84,50
15082,1,0,0,26-35,29,36
15226,1,0,0,26-35,52,19
15465,0,1,0,26-35,27,47
15480,0,0,0,26-35,4,23
19473,1,0,1,36-45,99,52
13098,0,1,0,46-60,88,26
18267,1,1,0,46-60,50,38
17771,0,0,1,26-35,34,43
16347,0,0,1,18-25,97,12
16980,0,1,0,36-45,30,45
12742,0,0,0,26-35,79,50
17132,0,1,0,36-45,78,26
17701,0,1,0,18-25,87,38
13025,1,0,0,18-25,89,47
10205,0,0,0,26-35,12,24
12465,0,1,0,46-60,59,26
11583,0,0,1,26-35,99,13
19873,0,0,0,36-45,100,39
13700,1,0,0,36-45,96,40
13835,0,0,0,26-35,67,30
14569,0,0,0,36-45,2,37
13309,0,0,0,36-45,36,53
10917,0,0,0,46-60,90,46
12001,1,0,1,46-60,5,53
10992,1,0,1,18-25,65,10
11218,0,0,0,46-60,47,35
11710,0,1,0,26-35,99,40
10290,0,1,0,36-45,77,31
14529,0,1,0,26-35,85,19
17352,0,0,0,46-60,69,11
12116,0,1,1,26-35,9,45
11308,0,0,0,46-60,31,40
10886,0,1,0,46-60,42,2
10965,0,1,0,26-35,89,41
11682,0,0,0,36-45,56,18
10688,1,0,0,46-60,32,44
10213,0,1,0,18-25,79,39
12688,1,0,0,46-60,80,53
17434,0,1,0,18-25,79,39
16805,0,1,0,26-35,18,27
15056,0,0,0,26-35,29,12
17677,0,0,0,46-60,43,21
11446,0,1,0,26-35,13,43
17603,0,0,0,26-35,37,51
12964,0,1,0,36-45,7,3
18184,0,1,0,36-45,17,35
12371,1,0,0,26-35,84,10
14667,0,0,0,26-35,81,11
14397,0,0,1,36-45,42,38
13916,0,0,0,46-60,65,1
12361,1,0,0,18-25,26,9
10429,0,0,0,18-25,13,50
10158,0,0,0,36-45,95,45
18841,0,1,0,46-60,82,18
13998,1,1,0,26-35,8,14
15350,0,1,1,18-25,44,11
16607,0,0,0,36-45,92,40
11799,0,0,0,46-60,9,9
12603,0,0,0,36-45,72,36
15318,1,1,0,36-45,98,39
16055,1,0,0,18-25,70,23
11154,0,0,0,36-45,3,45
18370,1,0,0,36-45,49,10
17367,0,0,0,46-60,6,13
18235,0,1,0,18-25,65,42
13890,0,1,0,36-45,2,24
16046,0,0,0,26-35,100,52
14257,0,0,0,36-45,14,30
18315,0,0,1,46-60,92,24
10528,0,1,0,46-60,59,47
16820,0,0,0,46-60,28,44
16036,0,1,0,26-35,35,42
13831,0,1,0,18-25,59,35
17494,1,1,0,36-45,63,39
13696,0,1,0,26-35,59,53
15177,0,0,0,26-35,37,36
10934,0,0,0,36-45,63,24
12487,0,0,0,26-35,5,17
11885,0,0,0,36-45,16,9
10597,0,0,1,26-35,86,27
14024,0,1,0,46-60,15,27
13490,0,0,0,46-60,98,24
17600,0,1,0,26-35,100,1
13070,0,0,0,18-25,19,12
10095,0,0,0,18-25,79,33
14375,0,0,0,26-35,88,37
16359,0,0,0,46-60,21,51
17072,1,0,0,46-60,6,36
18941,1,0,0,26-35,40,44
16533,1,1,0,36-45,95,39
17851,0,0,0,36-45,22,39
10700,1,1,0,26-35,67,23
17135,0,0,0,18-25,46,13
17573,0,0,0,36-45,95,26
15136,1,0,0,46-60,10,8
17442,0,0,0,26-35,68,31
14582,1,0,1,18-25,81,41
18805,0,0,0,36-45,61,3
18307,0,0,0,46-60,56,45
15507,0,0,0,36-45,75,32
13144,0,0,0,18-25,67,34
19365,1,0,0,26-35,88,2
16563,1,0,0,36-45,55,11
10034,0,1,0,46-60,66,23
17218,0,0,0,46-60,22,14
18550,0,0,0,36-45,58,23
16848,0,1,0,46-60,55,25
19317,0,0,0,26-35,70,52
14082,0,0,1,26-35,13,4
16758,0,1,1,26-35,12,51
13704,0,1,0,26-35,32,20
11957,0,0,0,18-25,75,20
12502,1,1,0,18-25,32,16
10691,1,0,1,46-60,72,23
16743,0,0,1,26-35,8,40
19621,0,1,1,46-60,76,49
13538,0,1,0,26-35,6,6
11474,0,1,0,36-45,19,44
15147,0,0,0,26-35,48,18
13944,0,0,0,36-45,35,46
19400,0,0,0,46-60,100,46
14831,1,1,0,36-45,36,45
11541,0,0,0,18-25,93,41
15354,0,0,0,18-25,69,6
17259,0,1,0,18-25,13,34
13603,1,1,0,18-25,35,8
13187,1,1,0,26-35,13,12
17746,0,0,0,26-35,87,13
16939,0,0,0,26-35,59,15
19141,0,0,0,36-45,88,12
14056,0,0,0,46-60,33,53
18414,0,0,0,36-45,95,53
16951,1,0,0,26-35,45,18
11678,0,0,0,36-45,3,51
10106,0,0,0,18-25,42,37
17370,0,0,0,46-60,74,15
10580,0,0,0,18-25,45,26
18816,0,0,0,46-60,18,11
16123,0,1,0,18-25,4,46
14261,0,1,0,26-35,39,2
15439,0,0,0,46-60,88,9
19669,0,0,0,18-25,47,19
12986,0,0,0,26-35,60,13
18953,0,1,1,36-45,59,42
15653,0,0,0,46-60,53,34
12311,0,1,0,36-45,5,38
19772,1,0,0,46-60,57,34
19202,0,0,0,36-45,38,47
18470,0,0,0,26-35,13,32
11802,1,1,0,26-35,27,32
17351,0,0,0,18-25,63,36
15500,0,0,1,36-45,73,33
